tstamp,size,time,content,sender,receiver,resp_time
2018-09-23T00:09:00,15,2019-10-16T00:09:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:37:00,15,2019-10-16T00:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:37:00,15,2019-10-16T00:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:40:00,15,2019-10-16T00:40:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:40:00,15,2019-10-16T00:40:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:41:00,15,2019-10-16T00:41:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:43:00,15,2019-10-16T00:43:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:43:00,15,2019-10-16T00:43:00,[CAMBIO ASUNTO],,,0
2018-09-23T00:46:00,15,2019-10-16T00:46:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:00:00,15,2019-10-16T01:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:07:00,15,2019-10-16T01:07:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:10:00,15,2019-10-16T01:10:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:11:00,15,2019-10-16T01:11:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:11:00,15,2019-10-16T01:11:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:11:00,15,2019-10-16T01:11:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:13:00,15,2019-10-16T01:13:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:13:00,15,2019-10-16T01:13:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:27:00,15,2019-10-16T01:27:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:27:00,15,2019-10-16T01:27:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:28:00,15,2019-10-16T01:28:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:29:00,15,2019-10-16T01:29:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:30:00,15,2019-10-16T01:30:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:30:00,15,2019-10-16T01:30:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:30:00,15,2019-10-16T01:30:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:32:00,15,2019-10-16T01:32:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:32:00,15,2019-10-16T01:32:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:33:00,15,2019-10-16T01:33:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:33:00,15,2019-10-16T01:33:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:34:00,15,2019-10-16T01:34:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:34:00,15,2019-10-16T01:34:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:34:00,15,2019-10-16T01:34:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:34:00,15,2019-10-16T01:34:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:35:00,15,2019-10-16T01:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:35:00,15,2019-10-16T01:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:37:00,15,2019-10-16T01:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:44:00,15,2019-10-16T01:44:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:44:00,15,2019-10-16T01:44:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:45:00,15,2019-10-16T01:45:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:45:00,15,2019-10-16T01:45:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:53:00,15,2019-10-16T01:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:54:00,15,2019-10-16T01:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:54:00,15,2019-10-16T01:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:54:00,15,2019-10-16T01:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:55:00,15,2019-10-16T01:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:55:00,15,2019-10-16T01:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:55:00,15,2019-10-16T01:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:55:00,15,2019-10-16T01:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T01:55:00,15,2019-10-16T01:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:04:00,15,2019-10-16T02:04:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:21:00,15,2019-10-16T02:21:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:22:00,15,2019-10-16T02:22:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:22:00,15,2019-10-16T02:22:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:22:00,15,2019-10-16T02:22:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:22:00,15,2019-10-16T02:22:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:22:00,15,2019-10-16T02:22:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:37:00,15,2019-10-16T02:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:47:00,15,2019-10-16T02:47:00,[CAMBIO ASUNTO],,,0
2018-09-23T02:59:00,15,2019-10-16T02:59:00,[CAMBIO ASUNTO],,,0
2018-09-23T03:00:00,15,2019-10-16T03:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T03:11:00,15,2019-10-16T03:11:00,[CAMBIO ASUNTO],,,0
2018-09-23T03:17:00,15,2019-10-16T03:17:00,[CAMBIO ASUNTO],,,0
2018-09-23T03:17:00,15,2019-10-16T03:17:00,[CAMBIO ASUNTO],,,0
2018-09-23T05:53:00,15,2019-10-16T05:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T05:53:00,15,2019-10-16T05:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:53:00,15,2019-10-16T13:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:53:00,15,2019-10-16T13:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:54:00,15,2019-10-16T13:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:54:00,15,2019-10-16T13:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:54:00,15,2019-10-16T13:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:54:00,15,2019-10-16T13:54:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:55:00,15,2019-10-16T13:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:55:00,15,2019-10-16T13:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T13:55:00,15,2019-10-16T13:55:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:31:00,15,2019-10-16T16:31:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:33:00,15,2019-10-16T16:33:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:33:00,15,2019-10-16T16:33:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:34:00,15,2019-10-16T16:34:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:35:00,15,2019-10-16T16:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:35:00,15,2019-10-16T16:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:35:00,15,2019-10-16T16:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:35:00,15,2019-10-16T16:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:35:00,15,2019-10-16T16:35:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:36:00,15,2019-10-16T16:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:36:00,15,2019-10-16T16:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:36:00,15,2019-10-16T16:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:37:00,15,2019-10-16T16:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:39:00,15,2019-10-16T16:39:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:39:00,15,2019-10-16T16:39:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:39:00,15,2019-10-16T16:39:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:39:00,15,2019-10-16T16:39:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:39:00,15,2019-10-16T16:39:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:42:00,15,2019-10-16T16:42:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:42:00,15,2019-10-16T16:42:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:42:00,15,2019-10-16T16:42:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:46:00,15,2019-10-16T16:46:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:46:00,15,2019-10-16T16:46:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:47:00,15,2019-10-16T16:47:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:48:00,15,2019-10-16T16:48:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:49:00,15,2019-10-16T16:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:50:00,15,2019-10-16T16:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:52:00,15,2019-10-16T16:52:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:53:00,15,2019-10-16T16:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:52:00,15,2019-10-16T16:52:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:52:00,15,2019-10-16T16:52:00,[CAMBIO ASUNTO],,,0
2018-09-23T16:53:00,15,2019-10-16T16:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:00:00,15,2019-10-16T17:00:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:01:00,15,2019-10-16T17:01:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:01:00,15,2019-10-16T17:01:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:01:00,15,2019-10-16T17:01:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:02:00,15,2019-10-16T17:02:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:02:00,15,2019-10-16T17:02:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:03:00,15,2019-10-16T17:03:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:03:00,15,2019-10-16T17:03:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:03:00,15,2019-10-16T17:03:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:06:00,15,2019-10-16T17:06:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:07:00,15,2019-10-16T17:07:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:07:00,15,2019-10-16T17:07:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:07:00,15,2019-10-16T17:07:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:08:00,15,2019-10-16T17:08:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:08:00,15,2019-10-16T17:08:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:09:00,15,2019-10-16T17:09:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:09:00,15,2019-10-16T17:09:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:13:00,15,2019-10-16T17:13:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:13:00,15,2019-10-16T17:13:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:13:00,15,2019-10-16T17:13:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:17:00,15,2019-10-16T17:17:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:17:00,15,2019-10-16T17:17:00,[CAMBIO ASUNTO],,,0
2018-09-23T17:18:00,15,2019-10-16T17:18:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:49:00,15,2019-10-16T18:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:49:00,15,2019-10-16T18:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:49:00,15,2019-10-16T18:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:49:00,15,2019-10-16T18:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:49:00,15,2019-10-16T18:49:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:50:00,15,2019-10-16T18:50:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T18:53:00,15,2019-10-16T18:53:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:44:00,15,2019-10-16T19:44:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:44:00,15,2019-10-16T19:44:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:45:00,15,2019-10-16T19:45:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:45:00,15,2019-10-16T19:45:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:57:00,15,2019-10-16T19:57:00,[CAMBIO ASUNTO],,,0
2018-09-23T19:58:00,15,2019-10-16T19:58:00,[CAMBIO ASUNTO],,,0
2018-09-23T21:07:00,15,2019-10-16T21:07:00,[CAMBIO ASUNTO] https://youtu.be/NEdl9VRNZJ8?t=122,,,0
2018-09-23T21:08:00,15,2019-10-16T21:08:00,[CAMBIO ASUNTO],,,0
2018-09-23T21:09:00,15,2019-10-16T21:09:00,[CAMBIO ASUNTO],,,0
2018-09-23T22:25:00,15,2019-10-16T22:25:00,[CAMBIO ASUNTO],,,0
2018-09-23T22:25:00,15,2019-10-16T22:25:00,[CAMBIO ASUNTO],,,0
2018-09-23T22:43:00,15,2019-10-16T22:43:00,[CAMBIO ASUNTO],,,0
2018-09-23T22:48:00,15,2019-10-16T22:48:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:36:00,15,2019-10-16T23:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:36:00,15,2019-10-16T23:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:36:00,15,2019-10-16T23:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:36:00,15,2019-10-16T23:36:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:37:00,15,2019-10-16T23:37:00,[CAMBIO ASUNTO],,,0
2018-09-23T23:37:00,15,2019-10-16T23:37:00,[CAMBIO ASUNTO],,,0
2018-09-24T18:57:00,15,2019-10-16T18:57:00,[CAMBIO ASUNTO],,,0
2018-09-24T18:57:00,15,2019-10-16T18:57:00,[CAMBIO ASUNTO],,,0
2018-09-24T18:58:00,15,2019-10-16T18:58:00,[CAMBIO ASUNTO],,,0
2018-09-24T18:58:00,15,2019-10-16T18:58:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:00:00,15,2019-10-16T19:00:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:27:00,15,2019-10-16T19:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:28:00,15,2019-10-16T19:28:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:28:00,15,2019-10-16T19:28:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:29:00,15,2019-10-16T19:29:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:29:00,15,2019-10-16T19:29:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:29:00,15,2019-10-16T19:29:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:29:00,15,2019-10-16T19:29:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:31:00,15,2019-10-16T19:31:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:31:00,15,2019-10-16T19:31:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:31:00,15,2019-10-16T19:31:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:31:00,15,2019-10-16T19:31:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:32:00,15,2019-10-16T19:32:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:32:00,15,2019-10-16T19:32:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:37:00,15,2019-10-16T19:37:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:39:00,15,2019-10-16T19:39:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:39:00,15,2019-10-16T19:39:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:40:00,15,2019-10-16T19:40:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:40:00,15,2019-10-16T19:40:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:40:00,15,2019-10-16T19:40:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:41:00,15,2019-10-16T19:41:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:42:00,15,2019-10-16T19:42:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:42:00,15,2019-10-16T19:42:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:42:00,15,2019-10-16T19:42:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:42:00,15,2019-10-16T19:42:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:42:00,15,2019-10-16T19:42:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:43:00,15,2019-10-16T19:43:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:43:00,15,2019-10-16T19:43:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:43:00,15,2019-10-16T19:43:00,[CAMBIO ASUNTO],,,0
2018-09-24T19:43:00,15,2019-10-16T19:43:00,[CAMBIO ASUNTO],,,0
2018-09-24T20:25:00,15,2019-10-16T20:25:00,[CAMBIO ASUNTO],,,0
2018-09-24T20:27:00,15,2019-10-16T20:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T20:28:00,15,2019-10-16T20:28:00,[CAMBIO ASUNTO],,,0
2018-09-24T20:28:00,15,2019-10-16T20:28:00,[CAMBIO ASUNTO],,,0
2018-09-24T20:28:00,15,2019-10-16T20:28:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:10:00,15,2019-10-16T21:10:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:11:00,15,2019-10-16T21:11:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:27:00,15,2019-10-16T21:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:27:00,15,2019-10-16T21:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:27:00,15,2019-10-16T21:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:27:00,15,2019-10-16T21:27:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:49:00,15,2019-10-16T21:49:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:50:00,15,2019-10-16T21:50:00,"[CAMBIO ASUNTO] de todas formas, qué medio es ""el día soria""? su twitter es para llorar..",,,0
2018-09-24T21:51:00,15,2019-10-16T21:51:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:54:00,15,2019-10-16T21:54:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:54:00,15,2019-10-16T21:54:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
2018-09-24T21:55:00,15,2019-10-16T21:55:00,[CAMBIO ASUNTO],,,0
